X,Y,ObjectId,Locationid,Permitid,Site_Name,Address1,City,Zip,County,Primarywaste_Type,Primaryoperation_Type,Permitstatus,Permitexpdate,Latitude,Longitude,Status
-9086801.866,4330847.1012,136,P0561,9502-CDLF-1989,Watauga County C&D Landfill,336 Landfill Road,Boone,28607,Watauga,CD,LF,InactiveClosed,-,36.21936,-81.62813,Closed
-8914301.9623,4339531.814,137,P0135,8503-INDUS-1984,"Duke Energy Carolinas - Belews Creek, Pine Hall Road",3195 Pine Hall Road,Belews Creek,27009,Stokes,Indus,LF,Post-Closure,-,36.282275,-80.078537,Open
-8968985.7697,4360861.5921,138,P0136,8602-MSWLF-1983,Surry County Landfill,P.O. Box 1542,Mount Airy,27030,Surry,MSW,LF,Post-Closure,-,36.43658,-80.56977,Closed
-8991802.9258,4341468.7624,139,P0137,8603-MSWLF-1981,Surry County Landfill,Joe LN Mill Road (S.R. 1121),Elkin,28621,Surry,MSW,LF,Post-Closure,-,36.2963,-80.77474,Closed
-9292524.8491,4221903.5617,140,P0138,8701-MSWLF-1980,Swain County Landfill,Laurel Branch Road (S.R. 1311),Swain,28713,Swain,MSW,LF,InactiveClosed,-,35.425846,-83.476171,Closed
-9205290.4433,4199300.6098,141,P0139,8801-INDUS-1979,Ecusta Ash Landfill,Old US 64 (S.R. 1504),Brevard,28768,Transylvania,Indus,LF,Post-Closure,-,35.260221,-82.692531,Closed
-9218919.1773,4185373.4967,142,P0140,8803-MSWLF-1975,Transylvania County Landfill,U.S. Hwy 64,Rosman,28712,Transylvania,MSW,LF,Post-Closure,-,35.158,-82.81496,Closed
-9206298.9979,4200550.8354,143,P0141,8805-INDUS-1974,Ecusta Landfill,Ecusta Road (S.R. 1512),Brevard,28712,Transylvania,Indus,LF,Post-Closure,-,35.269391,-82.701591,Closed
-9196419.3931,4188816.2785,144,P0142,8806-INDUS-1972,Dupont,S.R. 1593,Brevard,28768,Transylvania,Indus,LF,InactiveClosed,-,35.183281,-82.612841,Closed
-8957083.6011,4168739.2646,145,P0143,9001-MSWLF-1982,Union County Landfill,Austin Road (S.R. 1630),Wingate,28174,Union,MSW,LF,Post-Closure,-,35.035741,-80.462851,Closed
-8729858.2565,4351943.4327,146,P0144,9101-MSWLF-1974,Vance County Landfill,NC Hwy 39,Henderson,27537,Vance,MSW,LF,Post-Closure,-,36.372101,-78.421651,Closed
-8745896.9461,4271853.9253,147,P0145,9201-MSWLF-1979,"Raleigh, City of Landfill",U.S. Hwy 64,Raleigh,27519,Wake,MSW,LF,Post-Closure,-,35.790655,-78.565729,Closed
-8777603.6314,4256983.249,148,P0146,9203-MSWLF-1980,Wake County Landfill - Feltonsville,6000 Old Smithfield Rd,Apex,27539,Wake,MSW,LF,Post-Closure,-,35.682222,-78.850555,Closed
-8773544.7001,4259818.4611,149,P0147,9204-MSWLF-1981,Sorrell,Smith Road (S.R. 1303),Apex,27539,Wake,MSW,LF,Post-Closure,-,35.702907,-78.814093,Closed
-8737100.9252,4299362.2816,150,P0148,9205-MSWLF-1980,"Wake Forest, Town of Landfill",S.R. 1941,Wake Forest,27587,Wake,MSW,LF,Post-Closure,-,35.990849,-78.486713,Closed
-8764373.6438,4272278.2643,151,P0149,9208-MSWLF-1982,N.C. State Fair Landfill,Nowell Road,Raleigh,27607,Wake,MSW,LF,Post-Closure,-,35.793747,-78.731708,Closed
-8746787.0567,4288583.2287,152,P0150,9209-MSWLF-1984,Wake County North Wake Landfill,9025 Deponies Drive,Raleigh,27614,Wake,MSW,LF,Post-Closure,-,35.912464,-78.573725,Closed
-8790011.9697,4251771.036,153,P0151,9210-INDUS-1986,Duke Energy Progress - Shearon Harris,Harris Plant Site,Raleigh,27562,Wake,Indus,LF,Post-Closure,-,35.644181,-78.962021,Closed
-8698293.6149,4354155.7196,154,P0152,9301-MSWLF-1982,Warren County Landfill,Baltimore Road (S.R. 1600),Warrenton,27589,Warren,MSW,LF,Post-Closure,-,36.388101,-78.138101,Closed
-8546819.7366,4278941.1262,155,P0153,9401-INDUS-1980,"Domtar Paper Company Landfill, Lined #3",NC Highway 149 N.,Plymouth,27962,Washington,Indus,LF,InactiveClosed,-,35.842281,-76.777388,Open
-8546819.7366,4278941.1262,156,P0153,9401-INDUS-2008,"Domtar Paper Company Landfill, Lined #3",NC Highway 149 N.,Plymouth,27962,Washington,Indus,LF,Active,5/22/2068,35.842281,-76.777388,Open
-8534525.8347,4289403.2628,157,P0154,9402-MSWLF-1980,Washington County Landfill,718 Landfill Road,Mackeys,27970,Washington,MSW,LF,Post-Closure,-,35.91843,-76.66695,Closed
-9087018.1598,4330937.8946,158,P0155,9502-MSWLF-1984,Watauga County Landfill,336 Landfill Road,Boone,28607,Watauga,MSW,LF,Post-Closure,-,36.220018,-81.630073,Closed
-8691017.3277,4203275.0996,159,P0156,9601-MSWLF-1981,Wayne County Landfill,460B Landfill Road,Dudley,28333,Wayne,MSW,LF,Post-Closure,-,35.289369,-78.072737,Closed
-8683280.4004,4229305.2985,160,P0157,9602-MSWLF-1981,Wayne County Landfill,704 Hinnant Road,Goldsboro,27863,Wayne,MSW,LF,Post-Closure,-,35.480009,-78.003235,Closed
-8680087.0895,4211997.3213,161,P0158,9604-CDLF-,Seymour Johnson AFB,Collier Avenue,Goldsboro,27531,Wayne,CD,LF,InactiveClosed,-,35.353299,-77.974549,Closed
-9038937.6019,4316852.3844,162,P0159,9701-MSWLF-1988,Wilkes County Landfill,Poplar Grove Road (S.R. 1210),Wilkesboro,28697,Wilkes,MSW,LF,Post-Closure,-,36.117871,-81.198158,Closed
-9008249.9352,4337796.6591,163,P0160,9702-MSWLF-1975,Wilkes County Landfill,Lewis Road,Elkin,28621,Wilkes,MSW,LF,Post-Closure,-,36.269709,-80.922486,Closed
-9021244.3707,4328352.9276,164,P0161,9703-INDUS-1981,Louisiana-Pacific Corporation,1151 ABTCo Road,N Wilkesboro,28659,Wilkes,Indus,LF,Active,1/7/2041,36.201282,-81.039217,Open
-8666433.6426,4261396.9587,165,P0162,9801-MSWLF-1990,Wilson County Landfill,Landfill Road (S.R. 1503),Wilson,27893,Wilson,MSW,LF,Post-Closure,-,35.714421,-77.851898,Closed
-8976669.1523,4325390.9651,166,P0163,9902-MSWLF-1981,Yadkin County Landfill,Sizemore Road (S.R. 1589),Yadkinville,27055,Yadkin,MSW,LF,Post-Closure,-,36.179808,-80.638791,Closed
-8910225.8878,4327727.8878,167,P0166,3406-MSWLF-1989,Piedmont Sanitary Landfill,Freeman Road,Kernersville,27284,Forsyth,MSW,LF,Post-Closure,-,36.196751,-80.041921,Closed
-8981462.3469,4219317.5513,168,P0167,1303-TIRELF-1988,U.S. Tire Recycling Partners LP,6322 Poplar Tent Road,Concord,28027,Cabarrus,Tire,LF,Active,6/30/2016,35.406914,-80.681849,Open
-8801210.7105,4366771.6914,169,P0168,7302-INDUS-1988,Duke Energy Progress - Roxboro ,1700 Dunnaway Road,Semora,27343,Person,Indus,LF,Active,12/20/2021,36.479281,-79.062621,Open
-8967732.0896,4267161.7696,170,P0169,8003-MSWLF-1988,Rowan County,789 Campbell Road,Woodleaf,27054,Rowan,MSW,LF,Active,4/21/2021,35.756457,-80.558508,Open
-9179033.7377,4213417.1599,171,P0170,4504-TP-,Allen Research Associates,Howard Gap Road,Hendersonville,28792,Henderson,Indus,LF,InactiveClosed,-,35.363701,-82.456663,Closed
-8933777.3072,4319526.6777,172,P0171,3407-INDUS-1990,R.J. Reynolds Tobacco Co.,RJR Whitaker Park,Winston-Salem,27105,Forsyth,Indus,LF,InactiveClosed,-,36.137275,-80.253487,Closed
-9281889.8302,4191412.9975,173,P0172,5703-MSWLF-1992,Macon County Landfill (Open),1448 Lakeside Drive,Franklin,28734,Macon,MSW,LF,Active,3/25/2052,35.202344,-83.380635,Open
-8577806.964,4241013.5637,174,P0186,07B-LCID-,Washington City LCID,Market Street,Washington,27889,Beaufort,LCID,LF,InactiveClosed,-,35.565611,-77.055751,Closed
-8579416.7552,4239506.28,175,P0187,07C-DEMO-,"Washington, City of",Plymouth & 3rd Street,Washington,27889,Beaufort,CD,LF,InactiveClosed,-,35.554596,-77.070212,Closed
-8688863.1842,4073722.2771,176,P0188,10B-DEMO-1984,Dupont - Cape Fear Plant,3500 Daniels Road N.E.,Leland,28451,Brunswick,CD,LF,InactiveClosed,-,34.333878,-78.053386,Closed
-8683594.544,4023498.7025,177,P0189,10C-DEMO-1983,Duke Energy Progress - Southport,Hwy 87,Southport,28461,Brunswick,CD,LF,InactiveClosed,-,33.960495,-78.006057,Closed
-9194979.1415,4238297.729,178,P0190,11A-LCID-,L.T. Parrott Demo Landfill,Hwy 191,Asheville,28806,Buncombe,LCID,LF,InactiveClosed,-,35.545763,-82.599903,Closed
-9171906.062,4234344.2224,179,P0191,11B-DEMO-,Fairview Elementary School,U.S. Hwy 74,Fairview,28730,Buncombe,CD,LF,InactiveClosed,-,35.516861,-82.392634,Closed
-8973800.6717,4218207.9059,180,P0192,13A-DEMO-,Manual Kiser Demo Site,U.S. Hwy 29,Concord,28027,Cabarrus,CD,LF,InactiveClosed,-,35.398789,-80.613023,Closed
-8964884.3144,4211267.8176,181,P0193,13B-DEMO-,Joe B. Plott,U.S. Hwy 601 S.,Concord,28025,Cabarrus,CD,LF,InactiveClosed,-,35.347954,-80.532926,Closed
-8574810.9112,4121460.8804,182,P0194,16A-DEMO-,U.S. MARINE CORPS BOGUE FIELD DEMO,Hwy 24 Bogue,Newport,28570,Carteret,CD,LF,InactiveClosed,-,34.687253,-77.028837,Closed
-8522338.6881,4136041.789,183,P0195,16B-DEMO-,"Jerry Lawrence Contractors, Inc.",Fire Tower Road (S.R. 1325),Beaufort,28516,Carteret,CD,LF,InactiveClosed,-,34.794886,-76.557471,Closed
-9024178.0846,4258937.5957,184,P0196,18A-DEMO-,Bill Head / Comm / Scope,"Route 1, RPR 1004",Catawba,28609,Catawba,CD,LF,InactiveClosed,-,35.696481,-81.065571,Closed
-9044501.1274,4253030.6675,185,P0197,1811-LCID-2008,"Newton, City of LCID",1171 Boston Road,Newton,28658,Catawba,LCID,LF,InactiveClosed,-,35.653376,-81.248136,Open
-9044501.1274,4253030.6675,186,P0197,18B-LCID-,"Newton, City of LCID",1171 Boston Road,Newton,28658,Catawba,LCID,LF,InactiveClosed,-,35.653376,-81.248136,Open
-9055580.1997,4270577.851,187,P0198,18D-DEMO-,"Huffman Grading, Inc.",29th Av Drive NW (S.R. 1318),Catawba,28601,Catawba,CD,LF,InactiveClosed,-,35.781356,-81.347661,Closed
-9049041.7381,4266669.4558,188,P0199,18E-DEMO-,Huffman Grading,34th Street N.E.,Hickory,28601,Catawba,CD,LF,InactiveClosed,-,35.752868,-81.288925,Closed
-8848962.4306,4184320.6259,189,P0949,6301-CDLF-1992,Moore County C&D Landfill,456 Turning Leaf Way,Aberdeen,28315,Moore,CD,LF,Active,3/27/2060,35.150267,-79.491582,Open
-8923173.4578,4326587.9835,190,P0249,34Y-DEMO-,Shirley Jones,U.S. Hwy 311 / Walnut Cove Road,Walkertown,27051,Forsyth,CD,LF,InactiveClosed,-,36.188487,-80.158231,Closed
-9033592.2626,4278225.5526,191,P0004,0201-MSWLF-1979,Alexander County Landfill,Paynes Dairy Road (S.R. 1620),Taylorsville,28681,Alexander,MSW,LF,Post-Closure,-,35.83707,-81.15014,Closed
-9042899.1286,4262161.7497,192,P0200,18F-DEMO-,Bracewell Furniture Demo Site,Old U.S. Hwy 70,Conover,28613,Catawba,CD,LF,InactiveClosed,-,35.719999,-81.233745,Closed
-9022161.1981,4258802.0315,193,P0201,18G-DEMO-,Travis Demolition Landfill,Raymonds Drive (S.R. 1829),Catawba,28609,Catawba,CD,LF,InactiveClosed,-,35.695492,-81.047453,Closed
-9050929.1601,4246791.3284,194,P0202,18H-LCID-1989,Blackburn Resource Recovery Facility,Rocky Ford Road (S.R. 2019),Newton,28658,Catawba,LCID,LF,InactiveClosed,-,35.60782,-81.30588,Closed
-8804235.7063,4278514.3305,195,P0203,19A-LCID-,Womble-Arrington Landfill,Hwy 15/501 S.,Chapel Hill,27517,Chatham,LCID,LF,InactiveClosed,-,35.839173,-79.089795,Closed
-8799929.4232,4247453.6341,196,P0204,19B-DEMO-,"Williamette Industries, Inc.",Corinth Road (S.R. 1916),Moncure,27559,Chatham,CD,LF,InactiveClosed,-,35.612657,-79.051111,Closed
-8533397.723,4313749.0536,197,P0206,21A-DEMO-1982,Chowan Co. Demo Landfill,Wildcat Road (S.R. 1208),Edenton,27932,Chowan,CD,LF,InactiveClosed,-,36.095348,-76.656816,Closed
-8555897.5071,4147287.9772,198,P0207,25A-DEMO-,Westminster Company,U.S. Hwy 101,Havelock,28532,Craven,CD,LF,InactiveClosed,-,34.877807,-76.858935,Closed
-8559798.81,4153048.8478,199,P0208,25B-LCID-,Cherry Point LCID,Mockingbird Road,Cherry Point,28533,Craven,LCID,LF,Active,11/15/2020,34.920251,-76.893981,Closed
-8565365.3411,4157143.4225,200,P0209,25C-DEMO-,Paul Belangia,Lewis Farm Road (S.R. 1105),Havelock,28560,Craven,CD,LF,InactiveClosed,-,34.950405,-76.943986,Closed
-8555998.2513,4147300.5967,201,P0210,25D-LCID-,Point Properties,U.S. Hwy 101,Havelock,28532,Craven,LCID,LF,InactiveClosed,-,34.8779,-76.85984,Closed
-8781664.3438,4161741.939,202,P0211,26H-DEMO-,"Fayetteville,  City of",Wastewater Treatment,Fayetteville,28301,Cumberland,CD,LF,InactiveClosed,-,34.984257,-78.887033,Closed
-8802476.4131,4183440.3376,203,P0212,26G-LCID-1987,U.S. Army - Fort Bragg,Lamont Road,Fort Bragg,28310,Cumberland,LCID,LF,InactiveClosed,-,35.143801,-79.073991,Closed
-8780180.9002,4167271.7228,204,P0213,26F-LCID-1986,Wilkes Road Site - Cumberland County,601 Wilkes Road,Fayetteville,28306,Cumberland,LCID,LF,InactiveClosed,-,35.024946,-78.873707,Closed
-8769460.2767,4170059.1982,205,P0214,26E-DEMO-,Hayes Site,Wade-Stedman Road (S.R. 1826),Fayetteville,28312,Cumberland,CD,LF,InactiveClosed,-,35.045449,-78.777402,Closed
-8781700.9679,4167780.8202,206,P0215,26D-DEMO-,Brunson Site,Gillespie Street,Fayetteville,28306,Cumberland,CD,LF,InactiveClosed,-,35.028691,-78.887362,Closed
-8786495.6097,4179732.6221,207,P0216,26C-DEMO-,"Eagle Refuse Company, Inc.",Murchison Road,Fayetteville,28311,Cumberland,CD,LF,InactiveClosed,-,35.116561,-78.930433,Closed
-8781014.0153,4169264.7447,208,P0217,26B-DEMO-,J.W. Pate,Gillespie Street,Cumberland,28306,Cumberland,CD,LF,InactiveClosed,-,35.039606,-78.881191,Closed
-8793595.0102,4169341.0195,209,P0218,26A-DEMO-,Don Broadwell,U.S. Hwy 401 S.,Fayetteville,28304,Cumberland,CD,LF,InactiveClosed,-,35.040167,-78.994208,Closed
-8424529.0421,4286676.6068,210,P0219,28A-DEMO-1981,Dare County Demo Landfill,Mashoes Road (S.R. 1113),Manteo,27954,Dare,CD,LF,InactiveClosed,-,35.898591,-75.678832,Closed
-8963383.3937,4284085.4121,211,P0220,30A-DEMO-1989,Davie County Demo Landfill,360 Dalton Road,Mocksville,27028,Davie,CD,LF,InactiveClosed,-,35.879733,-80.519443,Closed
-8697570.9287,4186199.1983,212,P0221,31A-DEMO-1983,"Calypso, Town of",Virginia Johnson Road (S.R. 1311),Calypso,28365,Duplin,CD,LF,InactiveClosed,-,35.164064,-78.131609,Closed
-8779354.2417,4303705.5294,213,P0222,32B-LCID-1981,"Durham, City of",1833 Camden Avenue,Durham,27704,Durham,LCID,LF,InactiveClosed,-,36.022411,-78.866281,Closed
-8788383.4769,4302841.6127,214,P0223,32C-DEMO-,N.C. Dept of Transportation,Durham Township,Durham,27705,Durham,CD,LF,InactiveClosed,-,36.016134,-78.947392,Closed
-8765696.8986,4294029.3807,215,P0224,32D-LCID-,Currin Landfill,2710 Coley Road,Durham,27703,Durham,LCID,LF,InactiveClosed,11/3/2015,35.952078,-78.743595,Closed
-8632315.2206,4290395.0561,216,P0225,33A-DEMO-,"Long Trailer Co., Inc.",Hwy 44 West,Tarboro,27886,Edgecombe,CD,LF,InactiveClosed,-,35.925645,-77.545407,Closed
-8655099.76,4296059.4284,217,P0226,33B-DEMO-,"Clark-Langley, Inc.",Leggett Road (S.R. 1243),Rocky Mount,27801,Edgecombe,CD,LF,InactiveClosed,-,35.966839,-77.750084,Closed
-8654921.3149,4296068.9187,218,P0227,33C-LCID-,Barnhill Contracting Company,Leggett Road (S.R. 1243),Tarboro,27801,Edgecombe,LCID,LF,InactiveClosed,-,35.966908,-77.748481,Closed
-8943179.6854,4309263.2452,219,P0228,34A-DEMO-,R.J. Crutchfield,918 Hazelwood Drive,Winston-Salem,27104,Forsyth,CD,LF,InactiveClosed,-,36.06278,-80.33795,Closed
-8930269.2961,4326814.0513,220,P0229,34B-DEMO-,Harold Fulp Rubble Site,Old Hollow Road,Stanleyville,27105,Forsyth,CD,LF,InactiveClosed,-,36.190126,-80.221974,Closed
-8938927.9487,4300341.9132,221,P0230,34C-DEMO-,Clearence Speaks Rubble Site,4974 Beckel Road,Winston-Salem,27127,Forsyth,CD,LF,InactiveClosed,-,35.997969,-80.299756,Closed
-8936631.9842,4334180.1881,222,P0231,34D-DEMO-,Hawks Landfill Site,NC Hwy 65,Rural Hall,27045,Forsyth,CD,LF,InactiveClosed,-,36.243512,-80.279131,Closed
-8946526.3945,4300915.0111,223,P0232,34E-DEMO-,"A.G. Shore Company, Inc.",Hampton Industrial,Clemmons,27012,Forsyth,CD,LF,InactiveClosed,-,36.002134,-80.368014,Closed
-8936733.9529,4329502.8138,224,P0233,34F-DEMO-,Bill Lackey Rubble Site,University Parkway,Winston-Salem,27105,Forsyth,CD,LF,InactiveClosed,-,36.209617,-80.280047,Closed
-8918244.8987,4318041.4288,225,P0234,34G-DEMO-,R. Roberts & S. Dotson,527 Bluff School Road,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.126499,-80.113957,Closed
-8923768.0152,4318395.4939,226,P0235,34G1-DEMO-,Phillip A. Shelton,Sportsmans Drive,Walkertown,27101,Forsyth,CD,LF,InactiveClosed,-,36.129068,-80.163572,Closed
-8914313.7622,4308979.4324,227,P0236,34I-DEMO-,Walter C. Schultz,Ogden School Road,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.060719,-80.078643,Closed
-8951447.1613,4325857.6748,228,P0237,34J-DEMO-,B.H. Whitman,4691 Vienna Dozier,Dozier,27040,Forsyth,CD,LF,InactiveClosed,-,36.183192,-80.412218,Closed
-8930254.0453,4306530.2205,229,P0238,34K-DEMO-,Gertrude S. Hine,Gayland Park,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.042931,-80.221837,Closed
-8930092.8547,4311463.7698,230,P0239,34L-DEMO-,Dunn - Foster & Spainhour,1519 Stadium Drive,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.078758,-80.220389,Closed
-8945366.1115,4304396.7674,231,P0240,34N-DEMO-,Tom Hart,3160 Dunn Street,Winston-Salem,27103,Forsyth,CD,LF,InactiveClosed,-,36.027433,-80.357591,Closed
-8912238.4329,4315767.7777,232,P0241,34O-DEMO-,M.R. Nash,Pineview Drive,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.11,-80.06,Closed
-8913351.6278,4315767.7777,233,P0242,34P-DEMO-,M.R. Nash,Pineview Drive,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.11,-80.07,Closed
-8928537.0535,4318658.3281,234,P0243,34Q-DEMO-,James Harris,3435 Carver School Road,Winston-Salem,27105,Forsyth,CD,LF,InactiveClosed,-,36.130975,-80.206413,Closed
-8930140.1655,4302195.8878,235,P0244,34R-DEMO-,Danny Byrd (Fly Ash Fill),Beckerdite Stewart Road,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.011442,-80.220814,Closed
-8941036.4512,4303766.0901,236,P0245,34S-DEMO-,Herman Knott,2804 Evans Road,Winston-Salem,27127,Forsyth,CD,LF,InactiveClosed,-,36.022851,-80.318697,Closed
-8929971.1825,4311820.9255,237,P0246,34U-DEMO-,Terry Cornett,1400 Block of Stadium,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.081351,-80.219296,Closed
-9000040.6794,4166512.538,238,P0958,6019-MSWLF-2000,Mecklenburg County Landfill,17131 Lancaster Highway,Charlotte,28277,Mecklenburg,MSW,LF,Active,4/11/2060,35.019361,-80.848741,Open
-9183459.1327,4212267.4342,239,P0967,4501-CDLF-1998,Henderson County Solid Waste,800 Stoney Mountain Road,Hendersonville,28791,Henderson,CD,LF,Post-Closure,-,35.355278,-82.496417,Open
-8888540.7397,4299117.5251,240,P0970,4117-CDLF-2008,A-1 Sandrock C&D Landfill,2091 Bishop Road,Greensboro,27406,Guilford,CD,LF,Active,4/17/2069,35.98907,-79.84712,Open
-8888540.7397,4299117.5251,241,P0970,41881A-LCID-,A-1 Sandrock C&D Landfill,2091 Bishop Road,Greensboro,27406,Guilford,LCID,LF,InactiveClosed,-,35.98907,-79.84712,Open
-8597232.2152,4188079.9962,242,P0972,2509-MSWLF-1999,CRSWMA - Long Term Regional Landfill,7400 Old U.S. Highway 70 W.,New Bern,28562,Craven,MSW,LF,Active,8/25/2059,35.177875,-77.230251,Open
-8923738.1816,4164881.5196,243,P0976,0403-MSWLF-2000,Chambers Development MSWLF (Anson Landfill),375 Dozer Road,Polkton,28135,Anson,MSW,LF,InactiveClosed,-,35.007361,-80.163304,Open
-8923738.1816,4164881.5196,244,P0976,0403-MSWLF-2010,Chambers Development MSWLF (Anson Landfill),375 Dozer Road,Polkton,28135,Anson,MSW,LF,Active,12/12/2060,35.007361,-80.163304,Open
-8774406.9809,4236051.5981,245,P0977,43D-LCID-,Bryant Grading and LCID Landfill,376 Spence Mill Road,Fuquay-Varina,27526,Harnett,LCID,LF,Active,10/8/2023,35.529344,-78.821839,Open
-8802476.4131,4183440.3376,246,P0982,2602-MSWLF-,Fort Bragg Sanitary Landfill,Lamont Road,Fort Bragg,28310,Cumberland,MSW,LF,InactiveClosed,-,35.143801,-79.073991,Closed
-8522319.7638,4350985.3772,247,P0983,7202-MSWLF-,Perquimans-Chowan-Gates Regional Landfill,759 Perry's Bridge Road,Belvidere,27919,Perquimans,MSW,LF,Post-Closure,-,36.365171,-76.557301,Closed
-8732159.0077,4262508.3776,248,P0984,9226-CDLF-2001,"Shotwell Landfill, Inc.",4724 Smithfield Road,Wendell,27591,Wake,CD,LF,InactiveClosed,7/25/2021,35.722527,-78.442319,Open
-8732159.0077,4262508.3776,249,P0984,9226-CDLF-2020,"Shotwell Landfill, Inc.",4724 Smithfield Road,Wendell,27591,Wake,CD,LF,Active,1/10/2061,35.722527,-78.442319,Open
-9036215.0611,4216727.9153,250,P0985,3606-CDLF-1995,Gaston County C&D Landfill,3155 Philadelphia Church Road,Dallas,28034,Gaston,CD,LF*,Active,10/18/2058,35.387951,-81.173701,Open
-8631573.1649,4136404.4101,251,P0987,6705-LCID-1991,Onslow County Landfill LCID Unit,415 Meadowview Road,Jacksonville,28540,Onslow,LCID,LF,Active,12/23/2013,34.797561,-77.538741,Closed
-8981566.0967,4210994.8632,252,P0993,13F-LCID-,Morehead LCID Landfill,5001 Morehead Road,Concord,28027,Cabarrus,LCID,LF,InactiveClosed,-,35.345954,-80.682781,Open
-8981566.0967,4210994.8632,253,P0993,13F-LCID-2013,Morehead LCID Landfill,5001 Morehead Road,Concord,28027,Cabarrus,LCID,LF,Active,6/11/2019,35.345954,-80.682781,Open
-8991802.9258,4341468.7624,254,P0995,8603-CDLF-2000,Surry County Elkin C&D Landfill,Elkin Landfill Road,Elkin,28621,Surry,CD,LF,Post-Closure,-,36.2963,-80.77474,Open
-8580940.6077,4123564.8923,255,P1015,1605-LCID-,"W.A. Page and Sons, Inc.",308 VFW Road,Swansboro,28584,Carteret,LCID,LF,InactiveClosed,-,34.702793,-77.083901,Closed
-8591868.8421,4248761.9323,256,P1016,7407-CDLF-2001,"C & D Landfill, Inc.(Phase I)",802 Recycling Lane,Greenville,27834,Pitt,CD,LF,InactivePermitted,7/21/2014,35.622211,-77.182071,Open
-8655001.4649,4298720.0655,257,P1017,33F-LCID-,Barnhill Contracting Company LCID Landfill,10826 Hwy 97 E.,Rocky Mount,27801,Edgecombe,LCID,LF,Active,7/27/2015,35.986181,-77.749201,Open
-8882172.263,4261961.8404,258,P1019,7606-CDLF-2001,Gold Hill Road C&D Debris Landfill,385 Gold Hill Road,Asheboro,27203,Randolph,CD,LF,Active,10/19/2061,35.718541,-79.789911,Open
-8812115.5678,4206290.7376,259,P1021,43C-LCID-,"Blaylock Grading Company, LLP",1025 Claude White Road,Sanford,27332,Harnett,LCID,LF,Active,7/26/2018,35.311478,-79.160581,Open
-8766546.9343,4068253.5063,260,P1027,2401-LCID-2000,Columbus County Landfill,107 Landfill Road,Whiteville,28472,Columbus,LCID,LF,Active,11/17/2015,34.293301,-78.751231,Open
-9180479.7779,4210159.9378,261,P1029,4502-INDUS-,Kimberly Clark Industrial Waste Landfill,32 Smythe Avenue,Hendersonville,28792,Henderson,Indus,LF,Post-Closure,-,35.339836,-82.469653,Closed
-8783048.1563,4246195.8762,262,P1031,9228-CDLF-2001,Red Rock Disposal C&D Landfill,7130 New Landfill Drive,Holly Springs,27540,Wake,CD,LF,Active,11/19/2061,35.603471,-78.899464,Open
-8782608.8896,4374028.0943,263,P1037,73D-LCID-2002,Duke Energy Progress - Roxboro,1700 Dunnaway Road,Semora,27343,Person,LCID,LF,Active,8/31/2020,36.531677,-78.895518,Open
-8680735.1916,4144854.9834,264,P1038,31B-LCID-2000,Duplin County LCID Landfill,325 Landfill Road,Rose Hill,28458,Duplin,LCID,LF,Active,12/20/2024,34.859875,-77.980371,Open
-8937021.6025,4326529.2259,265,P1040,3402-MSWLF-1997,Hanes Mill Road Landfill,325 West Hanes Mill Road,Winston-Salem,27105,Forsyth,MSW,LF,Active,3/6/2030,36.188061,-80.282631,Open
-8770268.9014,4200182.0246,266,P1041,43E-LCID-,McArtan Mine LCID Landfill,Josey Williams Road (SR 2027),Bunnlevel,28323,Harnett,LCID,LF,Active,2/19/2020,35.266686,-78.784666,Open
-8727443.4028,4256493.9975,267,P1043,51E-LCID-,"The Stump Dump, Inc.",611 Loop Road,Clayton,27520,Johnston,LCID,LF,InactiveClosed,-,35.678652,-78.399958,Closed
-8976597.9078,4203730.8911,268,P1046,1307-LCID-2009,Tarheel Bark Company - A Division of Garick LLC,8829 Rocky River Road,Harrisburg,28075,Cabarrus,LCID,LF,Active,3/25/2019,35.292711,-80.638151,Open
-8575714.3802,4186598.1824,269,P1049,25H-LCID-,Leslie E. Parson LCID LF,Hwy 17,Bridgeton,28560,Craven,LCID,LF,InactiveClosed,-,35.166994,-77.036953,Closed
-8925098.0605,4278832.6405,270,P1051,2906-CDLF-,Davidson County CDLF,220 Davidson County Landfill Road,Lexington,27292,Davidson,CD,LF,Post-Closure,-,35.841491,-80.17552,Open
-8747904.3705,4288193.4387,271,P1054,9209-CDLF-,Wake County CDLF,9025 Deponies Drive,Raleigh,27614,Wake,CD,LF,Post-Closure,-,35.909628,-78.583762,Closed
-9148863.3727,4207553.7612,272,P1057,7502-CDLF-2002,Polk County C&D Landfill,322 Landfill Road,Millspring,28756,Polk,CD,LF,Post-Closure,-,35.320736,-82.185638,Open
-8900726.9957,4336115.485,273,P1059,79K-LCID-,Thomas Stanley Grading and Hauling LCID,NC Hwy 68 & Lauren Road (S.R. 1103),Stokesdale,27357,Rockingham,LCID,LF,InactiveClosed,-,36.257532,-79.956591,Closed
