X,Y,ObjectId,Locationid,Permitid,Site_Name,Address1,City,Zip,County,Primarywaste_Type,Primaryoperation_Type,Permitstatus,Permitexpdate,Latitude,Longitude,Status
-9001578.0016,4208980.9419,411,P0324,60AX-LCID-,"Lakeview Road Landfill, Inc.",4627 Lakeview Road,Charlotte,28216,Mecklenburg,LCID,LF,Active,5/8/2022,35.331196,-80.862551,Open
-8849564.5577,4194762.6749,412,P0326,63A-DEMO-,Pinehurst Corporation,Tram Road (S.R. 1289),Taylortown,27376,Moore,CD,LF,InactiveClosed,-,35.226928,-79.496991,Closed
-8807418.8872,4312297.3811,413,P0327,68A-DEMO-,Comb's / Thompson Demo Landfill,U.S. Highway 70 (Lakeside Drive),Unknown,Unknown,Orange,CD,LF,InactiveClosed,-,36.08481,-79.11839,Closed
-8807656.2203,4315783.4859,414,P0328,68B-DEMO-,"Hillsborough, Town of",Old Cedar Grove Road,Hillsboro,27278,Orange,CD,LF,InactiveClosed,-,36.110114,-79.120522,Closed
-8806320.943,4311514.8701,415,P0329,68C-DEMO-,Kennedy Demolition Landfill,Queen Street,Hillsboro,27278,Orange,CD,LF,InactiveClosed,-,36.079129,-79.108527,Closed
-8482867.9137,4334964.0657,416,P0330,70A-TIRELF-1987,Interstate Tire Disposal Service,S.R. 1169,Elizabeth City,27909,Pasquotank,Tire,LF,InactiveClosed,-,36.249191,-76.202899,Closed
-8497827.6947,4332578.6544,417,P0331,72A-DEMO-1981,"Hertford, Town of",U.S. Hwy 17 Business,Hertford,27944,Perquimans,CD,LF,InactiveClosed,-,36.231908,-76.337285,Closed
-8802768.4041,4366178.4723,418,P0332,73A-LCID-1979,Duke Energy Progress - Roxboro,Dunneway Road (S.R. 1377),Roxboro,27343,Person,LCID,LF,InactiveClosed,-,36.474996,-79.076614,Closed
-8608998.4627,4247396.9457,419,P0333,74A-DEMO-1983,"Greenville, City of",Cemetary Road,Greenville,27858,Pitt,CD,LF,InactiveClosed,-,35.612243,-77.335949,Closed
-8634373.9633,4247825.4028,420,P0334,74B-DEMO-1986,"Farmville, Town of",Stantonsburg Road (S.R. 1200),Farmville,27828,Pitt,CD,LF,InactiveClosed,-,35.615372,-77.563901,Closed
-8884449.5258,4267701.7079,421,P0335,76A-DEMO-,"McRae Roofing & Siding, Inc.",Greenvale Road,Asheboro,27203,Randolph,CD,LF,InactiveClosed,-,35.760393,-79.810368,Closed
-8870104.117,4147004.9238,422,P0337,77A-LCID-1981,"Hamlet, Town of",Off U.S. 74,Hamlet,28345,Richmond,LCID,LF,Active,2/11/2014,34.875721,-79.681501,Closed
-8865427.8078,4153275.5757,423,P0339,77C-DEMO-,Seaboard CL Railroad,Campbell Road,Hamlet,28345,Richmond,CD,LF,InactiveClosed,-,34.921921,-79.639493,Closed
-8790560.2182,4136368.7575,424,P0340,78A-DEMO-1980,"St. Pauls, Town of",Elizabeth Street,St. Pauls,28384,Robeson,CD,LF,InactiveClosed,-,34.797298,-78.966946,Closed
-8806235.0044,4096029.2244,425,P0341,78B-DEMO-1980,"Fairmont, Town of",McDaniel Street,Fairmont,28340,Robeson,CD,LF,InactiveClosed,-,34.499187,-79.107755,Closed
-8800929.7401,4118168.7724,426,P0342,78C-DEMO-,C.R. HAYES,Pine Log Road (S.R. 1527),Lumberton,28360,Robeson,CD,LF,InactiveClosed,-,34.662932,-79.060097,Closed
-8812610.9396,4138866.8844,427,P0343,78D-LCID-1981,"Red Springs, Town of",Evon Road (S.R. 1776),Red Springs,28377,Robeson,LCID,LF,InactivePermitted,-,34.815724,-79.165031,Closed
-8898486.2457,4155083.726,428,P0006,0401-MSWLF-1973,Anson County Landfill,Pit Road (S.R. 1801),Lilesville,28091,Anson,MSW,LF,Post-Closure,-,34.935238,-79.936462,Closed
-8794397.1784,4106767.9039,429,P0344,78E-LCID-1981,"Lumberton, City of",Alamac Road,Robeson,28358,Robeson,LCID,LF,InactiveClosed,-,34.578651,-79.001414,Closed
-8791857.6469,4136584.3016,430,P0345,78F-DEMO-,Fields Site,Hwy 301 S.,St. Pauls,28384,Robeson,CD,LF,InactiveClosed,-,34.798888,-78.978601,Closed
-8793794.606,4109858.6746,431,P0346,78G-DEMO-,Frank Benton Demo Site,Hestertown Road (S.R. 2202),Lumberton,28358,Robeson,CD,LF,InactiveClosed,-,34.601508,-78.996001,Closed
-8790882.4881,4103802.2015,432,P0347,78H-DEMO-,Marvin & Willis Walters Demo,U.S. Hwy 74 (Britts Twnshp.),Lumberton,28358,Robeson,CD,LF,InactiveClosed,-,34.556713,-78.969841,Closed
-8834482.9931,4125253.9388,433,P0348,78I-LCID-1983,"Maxton, Town of Inert Landfill",483 Maxton Pond Road,Maxton,28364,Robeson,LCID,LF,InactivePermitted,-,34.715266,-79.361511,Open
-8796997.2678,4119010.4887,434,P0349,78J-LCID-1990,"Lumberton, City of LCID Landfill",Off Clyborn Church (S.R. 1531) ,Lumberton,28359,Robeson,LCID,LF,Active,3/29/1995,34.669151,-79.024771,Closed
-8865823.2146,4354128.3398,435,P0350,79A-DEMO-,O.E. Green Demo Landfill,N.E. Market Street,Reidsville,27320,Rockingham,CD,LF,InactiveClosed,-,36.387903,-79.643045,Closed
-8874167.6123,4368036.8736,436,P0351,79B-LCID-,Duke Energy Carolinas - Dan River,900 S. Edgewood Road,Eden,27288,Rockingham,LCID,LF,InactiveClosed,-,36.488419,-79.718004,Closed
-8991561.4738,4220573.3269,437,P0352,60AN-LCID-,Metrolina Greenhouse Demo LF,Concord Road,Huntersville,28078,Mecklenburg,LCID,LF,InactiveClosed,-,35.416108,-80.772571,Closed
-8565041.2901,4154107.177,438,P0353,25E-DEMO-,Jackson Company,U.S. Hwy 70 (pine Grove),Havelock,28532,Craven,CD,LF,InactiveClosed,-,34.928046,-76.941075,Closed
-8877497.5123,4368515.1287,439,P0354,79C-DEMO-,Fleming Demo Landfill,Kings Highway,Eden,27288,Rockingham,CD,LF,InactiveClosed,-,36.491873,-79.747917,Closed
-8870706.8007,4350239.5907,440,P0355,79D-DEMO-,I E M  Demo Landfill,606 Walters Street,Reidsville,27320,Rockingham,CD,LF,InactiveClosed,-,36.359776,-79.686915,Closed
-8871390.0797,4349751.6434,441,P0356,79E-DEMO-,Gordon Roberts,Reidsville,Reidsville,27320,Rockingham,CD,LF,InactiveClosed,-,36.356246,-79.693053,Closed
-8973172.9411,4261195.5553,442,P0357,80A-DEMO-1981,Fiber Celanese,U.S. Hwy 70,Salisbury,28147,Rowan,CD,LF,InactiveClosed,-,35.712952,-80.607384,Closed
-8719059.1527,4165972.9162,443,P0358,82A-LCID-,Triangle Auto Site,Beaman Street,Clinton,28328,Sampson,LCID,LF,InactiveClosed,-,35.015391,-78.324641,Closed
-8835949.6274,4142100.7995,444,P0359,83A-DEMO-,J.P. Stevens & Co.,Airport Road,Wagram,28396,Scotland,CD,LF,InactiveClosed,-,34.839571,-79.374686,Closed
-8841724.1033,4130095.8035,445,P0360,83B-DEMO-,Scotland County Demo Site,Rocky Ford Road (S.R. 1611),Maxton,28352,Scotland,CD,LF,InactiveClosed,-,34.751011,-79.426559,Closed
-9222225.4775,4180010.2494,446,P0362,8807-LCID-1988,Transylvania County LCID,500 Howell Road,Brevard,28712,Transylvania,LCID,LF,Active,7/16/2023,35.118601,-82.844661,Closed
-8729595.4312,4349880.7469,447,P0363,91A-DEMO-,"Henderson, City of",Hwy 39 N.,Henderson,Unknown,Vance,CD,LF,InactiveClosed,-,36.35718,-78.41929,Closed
-8728716.7864,4348397.2565,448,P0364,91B-DEMO-,Jack Hughes Demo Landfill,Alpha Street,Henderson,27536,Vance,CD,LF,InactiveClosed,-,36.346447,-78.411397,Closed
-8790030.4488,4251120.112,449,P0365,92A-DEMO-1980,Duke Energy Carolinas-Shearon Harris Nuclear Plant,Shearon Harris Plant,Raleigh,27562,Wake,CD,LF,InactiveClosed,-,35.639429,-78.962187,Closed
-8736889.4182,4022616.4191,450,P0366,10A-DEMO-1982,Somersett Site,6510 Burkeswood Lane N.W.,Shallotte,28469,Brunswick,CD,LF,InactiveClosed,-,33.953921,-78.484813,Closed
-8556016.3963,4227456.6865,451,P0367,07A-CDLF-1987,Beaufort County Demo Landfill,1342 Hawkins Beach Road,Washington,27889,Beaufort,CD,LF,InactiveClosed,-,35.466485,-76.860003,Closed
-8458840.9374,4234889.9301,452,P0368,48C-DEMO-,Hyde County Demo Landfill,Hwy 264 N.,Englehard,27824,Hyde,CD,LF,InactiveClosed,-,35.520851,-75.987061,Closed
-8932924.9339,4327254.6143,453,P0369,34M-DEMO-,Bernie Smith,5711 Merry Dale Drive,Winston-Salem,27105,Forsyth,CD,LF,InactiveClosed,-,36.19332,-80.24583,Closed
-8817559.4249,4233668.8954,454,P0370,53A-DEMO-,Nixon Mac Landfill,McNeil Road,Sanford,27330,Lee,CD,LF,InactiveClosed,-,35.511923,-79.209484,Closed
-9152933.6585,4192626.7705,455,P0371,75A-LCID-1990,"Tryon, Town of",Vaughn Street (S.R. 1504),Tryon,28782,Polk,LCID,LF,InactiveClosed,-,35.211253,-82.222202,Closed
-8873414.7586,4158875.454,456,P0372,77B-DEMO-1983,"Rockingham, City of Demo Site",U.S. Hwy 1 N.,Rockingham,28379,Richmond,CD,LF,InactiveClosed,-,34.963157,-79.711241,Closed
-8543455.9955,4281661.861,457,P0373,94A-DEMO-,Washington County,Adams Street,Plymouth,27962,Washington,CD,LF,InactiveClosed,-,35.862091,-76.747171,Closed
-9005379.8961,4317941.2342,458,P0374,97A-DEMO-,Rummell Roberts Gregory,Somers Road,Hamptonville,27020,Wilkes,CD,LF,InactiveClosed,-,36.125772,-80.896704,Closed
-9005379.8961,4317941.2342,459,P0375,97B-DEMO-,Michael Roberts,Somers Road,Hamptonville,27020,Wilkes,CD,LF,InactiveClosed,-,36.125772,-80.896704,Closed
-9057958.2067,4372121.975,460,P0007,0501-MSWLF-1980,Ashe County Landfill,Willie Brown Road (S.R. 1558),Crumpler,28617,Ashe,MSW,LF,Post-Closure,-,36.517917,-81.369023,Closed
-9127454.9648,4293336.19,461,P0008,0601-MSWLF-1987,Avery County Landfill,Brushy Creek Road (S.R. 1101),Newland,28657,Avery,MSW,LF,Post-Closure,-,35.947037,-81.993323,Closed
-8556194.8415,4228107.438,462,P0009,0702-MSWLF-1987,Beaufort County Landfill,S.R. 1334,Bath,27889,Beaufort,MSW,LF,Post-Closure,-,35.471246,-76.861606,Closed
-8576875.9991,4315859.1335,463,P0010,0801-MSWLF-1979,Bertie County Landfill,Charles Taylor Road (S.R. 1221),Republican,27805,Bertie,MSW,LF,Post-Closure,-,36.110663,-77.047388,Closed
-8537728.6077,4301232.8768,464,P0011,0802-INDUS-1984,R.J. Reynolds Landfill,S.R. 1502,Merry Hill,27983,Bertie,Indus,LF,Post-Closure,-,36.004444,-76.695721,Closed
-8751021.3162,4110489.8606,465,P0012,0901-MSWLF-1981,Bladen County Landfill,1522 Mercer Mill Road,Elizabethtown,28337,Bladen,MSW,LF,Post-Closure,-,34.606175,-78.611762,Open
-8683763.4157,4024028.5885,466,P0013,1001-INDUS-1980,Duke Energy Progress - Southport,NC Highway 87,Southport,28461,Brunswick,Indus,LF,InactiveClosed,-,33.964443,-78.007574,Closed
-8711948.0636,4034644.913,467,P0015,1007-MSWLF-1983,Brunswick County Landfill,Galloway Road NE (S.R. 1401),Bolivia,28422,Brunswick,MSW,LF,Post-Closure,-,34.043503,-78.260761,Closed
-9195021.8882,4253897.9043,468,P0016,1101-MSWLF-1979,Buncombe County Landfill,2700 Riverside Drive,Woodfin,28804,Buncombe,MSW,LF,Post-Closure,-,35.659706,-82.600287,Closed
-9200060.6536,4238443.8481,469,P0017,1102-INDUS-1980,BASF Corporation,U.S. Highway 19 & 23,Enka,28715,Buncombe,Indus,LF,Post-Closure,-,35.546831,-82.645551,Closed
-9066508.4342,4268112.0295,470,P0018,1202-MSWLF-,Burke County Landfill (East),Knob-Rhodiss / Airport-Rhodiss,Morganton,28612,Burke,MSW,LF,Post-Closure,-,35.763384,-81.445831,Closed
-9089132.7848,4270556.0332,471,P0019,1203-MSWLF-1987,Burke County Landfill,Duckworth Street (S.R. 1505),Morganton,28655,Burke,MSW,LF,Post-Closure,-,35.781197,-81.649069,Closed
-8980670.754,4212170.9353,472,P0020,1301-MSWLF-1980,BFI-Charlotte Motor Speedway,U.S. Highway 29,Concord,28027,Cabarrus,MSW,LF,Post-Closure,-,35.354571,-80.674738,Closed
-8963138.7135,4228559.4738,473,P0021,1302-MSWLF-1974,Cabarrus County Landfill,Irish Potato Road (S.R. 2411),Concord,28025,Cabarrus,MSW,LF,Post-Closure,-,35.474553,-80.517245,Closed
-9068433.1482,4284446.477,474,P0022,1401-MSWLF-1975,Caldwell County Landfill,S.R. 1160,Hudson,28645,Caldwell,MSW,LF,Post-Closure,-,35.882361,-81.463121,Closed
-8559887.7543,4131583.528,475,P0023,1602-MSWLF-1983,Carteret County Landfill,Hibbs Road (S.R. 1141),Newport,28570,Carteret,MSW,LF,Post-Closure,-,34.761991,-76.89478,Closed
-8835370.0981,4361207.5189,476,P0024,1701-MSWLF-1985,Caswell County Landfill,Landfill Road (S.R. 1367),Yanceyville,27379,Caswell,MSW,LF,Post-Closure,-,36.43908,-79.36948,Closed
-9034915.8513,4252995.3219,477,P0025,1801-MSWLF-1973,Catawba County Landfill,Bethany Church Road (S.R. 1804),Newton,28658,Catawba,MSW,LF,Post-Closure,-,35.653118,-81.16203,Closed
-9050876.9513,4245619.2125,478,P0026,1803-MSWLF-1981,Blackburn Resource Recovery Facility,4017 Rockyford Road,Newton,28658,Catawba,MSW,LF,Post-Closure,-,35.599259,-81.305411,Closed
-9013440.7631,4248044.4989,479,P0027,1804-INDUS-1983,Duke Energy Carolinas-Marshall Original,8320 East NC Highway 150,Terrell,28682,Catawba,Indus,LF,Post-Closure,-,35.616972,-80.969116,Open
-8823478.9501,4265494.2476,480,P0028,1901-MSWLF-1979,Chatham County Landfill,Landfill Road (S.R. 1578),Pittsboro,27312,Chatham,MSW,LF,Post-Closure,-,35.7443,-79.26266,Closed
-8799670.494,4245776.245,481,P0029,1902-DEMO-1985,Neste Resins Corporation,Corinth Road (S.R. 1916),Moncure,27559,Chatham,CD,LF,InactiveClosed,-,35.600406,-79.048785,Closed
-9340077.196,4188210.1972,482,P0030,2001-MSWLF-1990,Cherokee County Landfill,Fairview Road (S.R. 1515),Marble,28905,Cherokee,MSW,LF,Post-Closure,-,35.178831,-83.903341,Closed
-9326832.403,4167831.1195,483,P0031,2201-MSWLF-1982,Clay County Landfill,Hinston Mem Road (S.R. 1148),Clay,28904,Clay,MSW,LF,Post-Closure,-,35.029061,-83.784361,Closed
-9070804.3646,4208839.4435,484,P0032,2301-MSWLF-1990,Cleveland County Landfill Self-McNeilly,250 Fielding Road,Cherryville,28021,Cleveland,MSW,LF,Post-Closure,,35.330159,-81.484422,Open
-9070804.3646,4208839.4435,485,P0032,2301-MSWLF-2009,Cleveland County Landfill Self-McNeilly,250 Fielding Road,Cherryville,28021,Cleveland,MSW,LF,Active,5/15/2069,35.330159,-81.484422,Open
-9072649.8191,4190547.4022,486,P0033,2302-INDUS-1975,Cleveland Container Service,S.R. 1212,Shelby,28073,Cleveland,Indus,LF,Post-Closure,-,35.19599,-81.501,Closed
-9087588.0043,4208125.8393,487,P0034,2303-INDUS-1975,PPG Industries,S.R. 1313 and Washburn Road (S.R. 1323),Shelby,28150,Cleveland,Indus,LF,Post-Closure,-,35.324929,-81.635192,Closed
-8766466.7842,4067804.8224,488,P0035,2401-MSWLF-1982,ARS - Columbus County,354 Landfill Road,Whiteville,28472,Columbus,MSW,LF,Post-Closure,-,34.289971,-78.750511,Closed
-8705965.8655,4075498.6432,489,P0036,2402-INDUS-1972,International Paper,865 John L Riegel Road,Riegelwood,28456,Columbus,Indus,LF,Post-Closure,-,34.347054,-78.207022,Open
-8705965.8655,4075498.6432,490,P0036,2402-INDUS-2005,International Paper,865 John L Riegel Road,Riegelwood,28456,Columbus,Indus,LF,Active,2/17/2065,34.347054,-78.207022,Open
-8583735.6175,4193232.14,491,P0037,2502-INDUS-,International Paper,1785 Weyerhaeuser Road,Vanceboro,28586,Craven,Indus,LF,Post-Closure,-,35.215696,-77.109009,Open
-8596848.3856,4187319.6584,492,P0038,2503-MSWLF-1982,Craven County Landfill,S.R. 1005,New Bern,28562,Craven,MSW,LF,Post-Closure,-,35.172292,-77.226803,Closed
-8779710.5754,4172567.613,493,P0039,2601-MSWLF-1980,Cumberland County Landfill,698 Ann Street,Fayetteville,28301,Cumberland,MSW,LF,Post-Closure,-,35.063895,-78.869482,Closed
-8800030.8352,4183294.8095,494,P0040,2602-MSWLF-1981,U.S. Army - Ft. Bragg Landfill,Longstreet Road,Fort Bragg,28310,Cumberland,MSW,LF,Post-Closure,-,35.142732,-79.052022,Closed
-8461774.3173,4355271.8529,495,P0041,2701-MSWLF-1981,Currituck County Landfill,NC Highway 158,Maple,27956,Currituck,MSW,LF,Post-Closure,-,36.396172,-76.013412,Closed
-8446898.4711,4283029.9018,496,P0042,2802-MSWLF-1982,Dare County Landfill,U.S. Highway 64,East Lake,27953,Dare,MSW,LF,Post-Closure,-,35.87205,-75.87978,Closed
-8925460.2941,4279071.0357,497,P0043,2902-MSWLF-1985,Davidson County Landfill,Roy Lopp Road (S.R. 2014),Holly Grove,27292,Davidson,MSW,LF,Post-Closure,-,35.843227,-80.178774,Closed
-8929463.1204,4277653.2374,498,P0044,2903-MSWLF-1972,"Lexington, City of Landfill",East Park Avenue (S.R. 2001),Lexington,27292,Davidson,MSW,LF,Post-Closure,-,35.832902,-80.214732,Closed
-8916767.1324,4286845.3623,499,P0045,2904-MSWLF-,"Thomasville, City of Landfill",NC Hwy 109,Thomasville,27360,Davidson,MSW,LF,Post-Closure,-,35.899819,-80.100682,Closed
-8936263.6281,4266369.4694,500,P0046,2905-INDUS-1980,PPG Industries,New Jersey Road,Lexington,27292,Davidson,Indus,LF,InactiveClosed,-,35.750681,-80.275822,Closed
-8963730.9332,4283489.9834,501,P0047,3001-MSWLF-1981,Davie County Landfill,360 Dalton Road,Mocksville,27028,Davie,MSW,LF,Post-Closure,-,35.875399,-80.522565,Closed
-8680568.8803,4144648.9116,502,P0048,3101-MSWLF-1981,Duplin County Landfill,Landfill Road (S.R. 1918),Kenansville,28458,Duplin,MSW,LF,Post-Closure,-,34.858356,-77.978877,Closed
-8778153.327,4305064.9234,503,P0049,3201-MSWLF-1979,"Durham, City of Landfill",Glenn Road (S.R. 1636),Durham,27704,Durham,MSW,LF,Post-Closure,-,36.032287,-78.855493,Closed
-8781450.9443,4301633.5935,504,P0050,3203-INDUS-,Thermal Reduction Systems,817 E Trinity Street,Durham,27704,Durham,Indus,LF,InactiveClosed,-,36.007356,-78.885116,Closed
-8634524.2446,4276083.5069,505,P0051,3301-MSWLF-1979,Edgecombe County Landfill,Colonial Road (S.R. 1601),Tarboro,27886,Edgecombe,MSW,LF,Post-Closure,-,35.821469,-77.565251,Closed
-8930324.3993,4305689.8944,506,P0053,3403-MSWLF-1976,"Winston-Salem, City of Landfill",Overdale Street / Old Milwaukee Lane,Winston-Salem,27107,Forsyth,MSW,LF,InactiveClosed,-,36.036827,-80.222469,Closed
-8909808.885,4327090.0562,507,P0054,3404-MSWLF-1985,"Kernersville, City of Landfill",Benefit Church Road (S.R. 1970),Kernersville,27284,Forsyth,MSW,LF,Post-Closure,-,36.192127,-80.038175,Closed
-8936452.7599,4334995.1239,508,P0055,3405-INDUS-1986,R.J. Reynolds,Edwards Road (S.R. 1903),Rural Hall,27045,Forsyth,Indus,LF,Post-Closure,-,36.249416,-80.277521,Closed
-8724911.8862,4308849.9909,509,P0056,3501-MSWLF-1984,Franklin County Landfill,Timberlake Road (S.R. 1109),Franklinton,27525,Franklin,MSW,LF,Post-Closure,-,36.059779,-78.377217,Closed
-9050797.6918,4201333.4914,510,P0057,3605-INDUS-1978,FMC Corporation Lithium Division,NC Hwy 161,Bessemer City,28106,Gaston,Indus,LF,Post-Closure,-,35.275131,-81.304699,Closed
-9036359.1085,4216432.4326,511,P0058,3606-MSWLF-1986,Gaston County Landfill,Philadelphia Church Road (S.R. 1001),Dallas,28034,Gaston,MSW,LF,Post-Closure,-,35.385787,-81.174995,Closed
-9333248.6358,4201076.8723,512,P0059,3801-MSWLF-1989,Graham County Landfill,Atoah Road (S.R. 1112),Robbinsville,28771,Graham,MSW,LF,Post-Closure,-,35.273249,-83.841999,Closed
-9330818.7539,4223724.0503,513,P0060,3802-MSWLF-1972,Fontana Village Resort,Gold Branch Road,Fontana Village,28733,Graham,MSW,LF,InactiveClosed,-,35.439171,-83.820171,Closed
-8752316.9638,4351026.8497,514,P0061,3901-MSWLF-1981,Granville County Landfill,6584 Landfill Road,Oxford,27565,Granville,MSW,LF,Post-Closure,-,36.365471,-78.623401,Closed
-8767421.5715,4322933.7623,515,P0062,3902-MSWLF-1982,Granville County Landfill,Butner Road (S.R. 1004),Butner,27581,Granville,MSW,LF,Post-Closure,-,36.161989,-78.759088,Closed
-8648833.9198,4235636.048,516,P0063,4002-MSWLF-1982,Greene County Landfill,105 Landfill Road,Walstonburg,27888,Greene,MSW,LF,Post-Closure,-,35.526306,-77.693797,Open
-8895182.1718,4293115.7698,517,P0064,4101-MSWLF-1979,"High Point, City of Landfill",Riverdale Road (S.R. 1145),High Point,27263,Guilford,MSW,LF,Post-Closure,-,35.945434,-79.906781,Closed
-8855538.8521,4312463.3672,518,P0065,4102-MSWLF-1976,"Gibsonville, Town of Landfill",1234 Springwood Church Road,Gibsonville,27249,Guilford,MSW,LF,InactiveClosed,-,36.086015,-79.550659,Closed
-8874769.2942,4316094.7605,519,P0066,4103-MSWLF-,"Greensboro, City Of Landfill",White Street,Greensboro,27405,Guilford,MSW,LF,Post-Closure,-,36.112373,-79.723409,Closed
-8874769.2942,4316094.7605,520,P0066,4103-MSWLF-1987,"Greensboro, City Of Landfill",White Street,Greensboro,27405,Guilford,MSW,LF,Post-Closure,-,36.112373,-79.723409,Closed
-8898099.2991,4294400.8149,521,P0067,4104-MSWLF-1991,"High Point, City of MSW Landfill",3940 East Kivett Drive,High Point,27261,Guilford,MSW,LF,Active,9/28/2021,35.954779,-79.932986,Open
-8642613.832,4364432.2311,522,P0070,4203-INDUS-1981,Champion International,NC Highway 48,Roanoke  Rapids,27870,Halifax,Indus,LF,Post-Closure,-,36.462381,-77.637921,Closed
-8662026.1701,4352251.0516,523,P0071,4204-MSWLF-1981,Halifax County Landfill,Liles Road (S.R. 1417),Aurelian Spring,27850,Halifax,MSW,LF,Post-Closure,-,36.374326,-77.812305,Closed
-8755003.2144,4213635.7074,524,P0072,4302-MSWLF-1988,Harnett County Landfill,Ashe Avenue (S.R. 1725),Dunn/Erwin,28334,Harnett,MSW,LF,Post-Closure,-,35.365302,-78.647532,Closed
-8794026.8185,4203486.3543,525,P0073,4303-MSWLF-1984,Harnett Co. Anderson Creek Landfill,Poplar Drive (S.R. 1164),Lillington,28390,Harnett,MSW,LF,Post-Closure,-,35.290918,-78.998087,Closed
-9220454.7183,4238891.7946,526,P0074,4401-INDUS-1979,Champion International,Beaverdam Road,Canton,28716,Haywood,Indus,LF,Post-Closure,-,35.550105,-82.828754,Closed
-9235024.9925,4232446.0821,527,P0075,4403-MSWLF-1982,Haywood County Landfill,176 Farmview Drive,Waynesville,28786,Haywood,MSW,LF,Post-Closure,-,35.502981,-82.959641,Closed
-9219574.9604,4235447.975,528,P0076,4404-MSWLF-1975,"Canton, Town of Landfill",Dutch Cove Road (S.R. 1854),Canton,28716,Haywood,MSW,LF,InactiveClosed,-,35.524931,-82.820851,Closed
-9225571.7414,4238825.5729,529,P0077,4406-INDUS-1984,"Blue Ridge Paper Products, Inc.",1155 Incinerator Road,Canton,28716,Haywood,Indus,LF,Active,3/28/2044,35.549621,-82.874721,Open
-9183459.1327,4212267.4342,530,P0078,4501-MSWLF-1980,Henderson County Solid Waste Division Transfer Facility,191 Transfer Station Dr,Hendersonville,28791,Henderson,MSW,LF,Post-Closure,-,35.355278,-82.496417,Closed
-9184054.2467,4221229.2719,531,P0080,4503-INDUS-1982,Cranston Print Works,U.S. Highway 25,Fletcher,28732,Henderson,Indus,LF,InactiveClosed,-,35.42091,-82.501763,Closed
-8568436.6459,4354744.5412,532,P0081,4601-MSWLF-1983,Hertford County Landfill,Mt Moriah Road (S.R. 1174),Winton,27910,Hertford,MSW,LF,Post-Closure,-,36.392359,-76.971576,Closed
-8818711.8042,4164957.7643,533,P0082,4701-MSWLF-1981,Hoke County Landfill,Doc Brown Road (S.R. 1302),Raeford,28376,Hoke,MSW,LF,Post-Closure,-,35.007922,-79.219836,Closed
-8996736.7169,4270181.5697,534,P0083,4901-MSWLF-1975,Iredell County Landfill,243 Twin Oaks Road,Statesville,28625,Iredell,MSW,LF,InactiveClosed,-,35.778468,-80.819061,Closed
-9259805.8244,4208023.7826,535,P0084,5001-MSWLF-1984,Western Carolina University,Monteith Road (S.R. 1336),Cullowhee,28723,Jackson,MSW,LF,Post-Closure,-,35.324181,-83.182251,Closed
-9268768.3792,4214544.3434,536,P0085,5002-MSWLF-1984,Jackson County Landfill,U.S. Highway 441,Dillsboro,28779,Jackson,MSW,LF,InactiveClosed,-,35.371958,-83.262763,Closed
-8730698.7186,4233535.9684,537,P0086,5103-MSWLF-1984,Johnston County Landfill,County Home Road (S.R. 1503),Smithfield,27577,Johnston,MSW,LF,Post-Closure,-,35.510951,-78.429201,Closed
-8609699.7755,4171951.2678,538,P0087,5201-MSWLF-,Jones County Landfill,Jones County Landfill Road (S.R. 1343),Trenton,28585,Jones,MSW,LF,Post-Closure,-,35.059363,-77.342249,Closed
-8814875.178,4214185.303,539,P0088,5301-MSWLF-1981,Lee County Landfill,Sanders Road (S.R. 1177),Lemon Springs,27332,Lee,MSW,LF,Post-Closure,-,35.369328,-79.185371,Closed
-8650777.3355,4204293.4963,540,P0089,5403-MSWLF-1981,Lenoir County MSW Landfill,Hodges Farm Road (S.R. 1524),La Grange,28551,Lenoir,MSW,LF,Post-Closure,-,35.296836,-77.711255,Closed
-8624788.4645,4207783.6531,541,P0090,5404-INDUS-1981,Dupont,NC Highway 11,Kinston,28530,Lenoir,Indus,LF,Post-Closure,-,35.322421,-77.477793,Closed
-9056495.1346,4221490.7319,542,P0091,5503-MSWLF-1986,Lincoln County Landfill,5291 Crouse Road,Crouse,28033,Lincoln,MSW,LF,Active,10/8/2053,35.422824,-81.35588,Open
-9123393.2505,4253403.3106,543,P0092,5601-MSWLF-1980,McDowell County Landfill,NC Highway 226,Marion,28752,McDowell,MSW,LF,Post-Closure,-,35.656096,-81.956836,Closed
-9141519.7372,4249788.66,544,P0093,5603-INDUS-1981,International Automotive Components Group NA,1506 E Main Street,Old Fort,28762,McDowell,Indus,LF,InactiveClosed,-,35.629708,-82.119669,Closed
-9141519.7372,4249788.66,545,P0093,5603I-INDUS-2009,International Automotive Components Group NA,1506 E Main Street,Old Fort,28762,McDowell,Indus,LF,Post-Closure,9/19/2007,35.629708,-82.119669,Closed
-9280186.1967,4192382.6155,546,P0094,5701-MSWLF-1989,Macon County Landfill Closed,Lake Emory Road (S.R. 1325),Franklin,28734,Macon,MSW,LF,Post-Closure,-,35.209461,-83.365331,Closed
-9258889.4423,4166178.1597,547,P0095,5702-MSWLF-1985,Macon County Landfill,Lake Emory Road (S.R. 1325),Highlands,28741,Macon,MSW,LF,Post-Closure,-,35.016901,-83.174019,Closed
-9200662.5581,4273535.1844,548,P0096,5802-MSWLF-1981,Madison County Landfill,23 Long Branch Road,Marshall,28753,Madison,MSW,LF,Post-Closure,-,35.802905,-82.650958,Closed
